0.0001055, 0.0001055, 0.0001055, 0.0001055, 0.0001055, 0.0001055, 0.0001055, 0.0001055, 0.0001055, 0.0001055, 0.0001055, 0.0001055, 0.0001055, 0.0001055, 0.0001055, 0.0001055, 0.0001055, 0.0001055, 0.0001055, 0.0001055
0.0001055, 0.0001051, 0.0001053, 0.0001054, 0.0001056, 0.0001055, 0.0001057, 0.0001051, 0.0001052, 0.0001057, 0.0001057, 0.0001052, 0.0001051, 0.0001057, 0.0001055, 0.0001056, 0.0001054, 0.0001053, 0.0001051, 0.0001055
0.0001055, 0.0001059, 0.0001053, 0.0001055, 0.0001056, 0.0001052, 0.0001053, 0.0001055, 0.0001055, 0.0001053, 0.0001053, 0.0001055, 0.0001055, 0.0001053, 0.0001052, 0.0001056, 0.0001055, 0.0001053, 0.0001059, 0.0001055
0.0001055, 0.0001058, 0.0001057, 0.0001056, 0.0001051, 0.0001051, 0.0001051, 0.0001052, 0.0001050, 0.0001055, 0.0001055, 0.0001050, 0.0001052, 0.0001051, 0.0001051, 0.0001051, 0.0001056, 0.0001057, 0.0001058, 0.0001055
0.0001055, 0.0001058, 0.0001052, 0.0001055, 0.0001054, 0.0001053, 0.0001052, 0.0001054, 0.0001051, 0.0001050, 0.0001050, 0.0001051, 0.0001054, 0.0001052, 0.0001053, 0.0001054, 0.0001055, 0.0001052, 0.0001058, 0.0001055
0.0001055, 0.0001052, 0.0001057, 0.0001052, 0.0001052, 0.0001051, 0.0001052, 0.0001054, 0.0001051, 0.0001010, 0.0001010, 0.0001051, 0.0001054, 0.0001052, 0.0001051, 0.0001052, 0.0001052, 0.0001057, 0.0001052, 0.0001055
0.0001055, 0.0001059, 0.0001051, 0.0001057, 0.0001052, 0.0001054, 0.0001051, 0.0001055, 0.0001053, 0.0000987, 0.0000987, 0.0001053, 0.0001055, 0.0001051, 0.0001054, 0.0001052, 0.0001057, 0.0001051, 0.0001059, 0.0001055
0.0001055, 0.0001057, 0.0001055, 0.0001052, 0.0001051, 0.0001051, 0.0001051, 0.0001053, 0.0001054, 0.0000974, 0.0000974, 0.0001054, 0.0001053, 0.0001051, 0.0001051, 0.0001051, 0.0001052, 0.0001055, 0.0001057, 0.0001055
0.0001055, 0.0001056, 0.0001054, 0.0001056, 0.0001054, 0.0001052, 0.0001051, 0.0001052, 0.0001051, 0.0000967, 0.0000967, 0.0001051, 0.0001052, 0.0001051, 0.0001052, 0.0001054, 0.0001056, 0.0001054, 0.0001056, 0.0001055
0.0001055, 0.0001056, 0.0001053, 0.0001055, 0.0001052, 0.0001055, 0.0001054, 0.0001054, 0.0001052, 0.0000964, 0.0000964, 0.0001052, 0.0001054, 0.0001054, 0.0001055, 0.0001052, 0.0001055, 0.0001053, 0.0001056, 0.0001055
0.0001055, 0.0001056, 0.0001053, 0.0001055, 0.0001052, 0.0001055, 0.0001054, 0.0001054, 0.0001052, 0.0000964, 0.0000964, 0.0001052, 0.0001054, 0.0001054, 0.0001055, 0.0001052, 0.0001055, 0.0001053, 0.0001056, 0.0001055
0.0001055, 0.0001056, 0.0001054, 0.0001056, 0.0001054, 0.0001052, 0.0001051, 0.0001052, 0.0001051, 0.0000967, 0.0000967, 0.0001051, 0.0001052, 0.0001051, 0.0001052, 0.0001054, 0.0001056, 0.0001054, 0.0001056, 0.0001055
0.0001055, 0.0001057, 0.0001055, 0.0001052, 0.0001051, 0.0001051, 0.0001051, 0.0001053, 0.0001054, 0.0000974, 0.0000974, 0.0001054, 0.0001053, 0.0001051, 0.0001051, 0.0001051, 0.0001052, 0.0001055, 0.0001057, 0.0001055
0.0001055, 0.0001059, 0.0001051, 0.0001057, 0.0001052, 0.0001054, 0.0001051, 0.0001055, 0.0001053, 0.0000987, 0.0000987, 0.0001053, 0.0001055, 0.0001051, 0.0001054, 0.0001052, 0.0001057, 0.0001051, 0.0001059, 0.0001055
0.0001055, 0.0001052, 0.0001057, 0.0001052, 0.0001052, 0.0001051, 0.0001052, 0.0001054, 0.0001051, 0.0001010, 0.0001010, 0.0001051, 0.0001054, 0.0001052, 0.0001051, 0.0001052, 0.0001052, 0.0001057, 0.0001052, 0.0001055
0.0001055, 0.0001058, 0.0001052, 0.0001055, 0.0001054, 0.0001053, 0.0001052, 0.0001054, 0.0001051, 0.0001050, 0.0001050, 0.0001051, 0.0001054, 0.0001052, 0.0001053, 0.0001054, 0.0001055, 0.0001052, 0.0001058, 0.0001055
0.0001055, 0.0001058, 0.0001057, 0.0001056, 0.0001051, 0.0001051, 0.0001051, 0.0001052, 0.0001050, 0.0001055, 0.0001055, 0.0001050, 0.0001052, 0.0001051, 0.0001051, 0.0001051, 0.0001056, 0.0001057, 0.0001058, 0.0001055
0.0001055, 0.0001059, 0.0001053, 0.0001055, 0.0001056, 0.0001052, 0.0001053, 0.0001055, 0.0001055, 0.0001053, 0.0001053, 0.0001055, 0.0001055, 0.0001053, 0.0001052, 0.0001056, 0.0001055, 0.0001053, 0.0001059, 0.0001055
0.0001055, 0.0001051, 0.0001053, 0.0001054, 0.0001056, 0.0001055, 0.0001057, 0.0001051, 0.0001052, 0.0001057, 0.0001057, 0.0001052, 0.0001051, 0.0001057, 0.0001055, 0.0001056, 0.0001054, 0.0001053, 0.0001051, 0.0001055
0.0001055, 0.0001055, 0.0001055, 0.0001055, 0.0001055, 0.0001055, 0.0001055, 0.0001055, 0.0001055, 0.0001055, 0.0001055, 0.0001055, 0.0001055, 0.0001055, 0.0001055, 0.0001055, 0.0001055, 0.0001055, 0.0001055, 0.0001055
